text,debts,funeral_expenses,bequests,wife,husband,son,daughter,father,mother,brother,sister,grandchild
"The estate is worth $741,650.96. There are debts of $86,720.20. Funeral expenses amount to $8,046.34. A bequest of $95,685.35 was specified. The survivors include a husband, 4 sons, 2 daughters, 3 sisters, 1 grandchildren.",86720.2,8046.34,95685.35,0,1,4,2,0,0,0,3,1
"The estate is worth $849,437.76. There are debts of $13,346.60. Funeral expenses amount to $8,556.29. A bequest of $200,241.70 was specified. The survivors include 2 sons, a father, 2 brothers, 3 sisters, 2 grandchildren.",13346.6,8556.29,200241.7,0,0,2,0,1,0,2,3,2
"The estate is worth $553,568.10. There are debts of $114,584.89. Funeral expenses amount to $4,201.21. A bequest of $67,928.72 was specified. The survivors include a wife, a husband, 2 sons, 3 daughters, a mother, 3 sisters, 1 grandchildren.",114584.89,4201.21,67928.72,1,1,2,3,0,1,0,3,1
"The estate is worth $276,589.44. There are debts of $48,011.77. Funeral expenses amount to $9,434.23. A bequest of $58,820.69 was specified. The survivors include a wife, 4 sons, 1 daughters, a father, 2 brothers, 2 sisters, 1 grandchildren.",48011.77,9434.23,58820.69,1,0,4,1,1,0,2,2,1
"The estate is worth $145,052.62. There are debts of $7,503.84. Funeral expenses amount to $1,199.51. A bequest of $40,762.11 was specified. The survivors include 4 sons, 1 sisters, 1 grandchildren.",7503.84,1199.51,40762.11,0,0,4,0,0,0,0,1,1
"The estate is worth $567,429.34. There are debts of $95,844.65. Funeral expenses amount to $7,093.30. A bequest of $103,474.53 was specified. The survivors include a husband, 4 daughters, a father, a mother, 3 sisters.",95844.65,7093.3,103474.53,0,1,0,4,1,1,0,3,0
"The estate is worth $677,550.07. There are debts of $19,273.67. Funeral expenses amount to $4,515.09. A bequest of $39,381.65 was specified. The survivors include 5 sons, 4 daughters, 2 brothers, 3 sisters, 1 grandchildren.",19273.67,4515.09,39381.65,0,0,5,4,0,0,2,3,1
"The estate is worth $626,147.19. There are debts of $2,852.89. Funeral expenses amount to $3,744.40. A bequest of $136,049.37 was specified. The survivors include a wife, 4 sons, a father, a mother, 2 brothers.",2852.89,3744.4,136049.37,1,0,4,0,1,1,2,0,0
"The estate is worth $181,130.50. There are debts of $6,574.76. Funeral expenses amount to $8,879.67. A bequest of $52,984.84 was specified. The survivors include 2 daughters, a father, 2 brothers, 2 grandchildren.",6574.76,8879.67,52984.84,0,0,0,2,1,0,2,0,2
"The estate is worth $855,270.32. There are debts of $169,788.36. Funeral expenses amount to $3,849.97. A bequest of $134,960.41 was specified. The survivors include a wife, a husband, a father, a mother, 1 brothers, 3 sisters, 2 grandchildren.",169788.36,3849.97,134960.41,1,1,0,0,1,1,1,3,2
"The estate is worth $583,702.45. There are debts of $6,925.93. Funeral expenses amount to $6,563.92. A bequest of $61,043.08 was specified. The survivors include a wife, 1 sons, 3 daughters, a mother, 2 brothers, 3 sisters, 2 grandchildren.",6925.93,6563.92,61043.08,1,0,1,3,0,1,2,3,2
"The estate is worth $639,303.85. There are debts of $135,133.90. Funeral expenses amount to $1,793.10. A bequest of $37,650.81 was specified. The survivors include a husband, 4 sons, 5 daughters, a father, 3 sisters, 1 grandchildren.",135133.9,1793.1,37650.81,0,1,4,5,1,0,0,3,1
"The estate is worth $391,032.05. There are debts of $95,629.64. Funeral expenses amount to $5,471.66. A bequest of $65,594.51 was specified. The survivors include a wife, 3 sons, a father, 2 brothers.",95629.64,5471.66,65594.51,1,0,3,0,1,0,2,0,0
"The estate is worth $575,970.34. There are debts of $9,177.58. Funeral expenses amount to $3,196.19. A bequest of $13,326.54 was specified. The survivors include a husband, 4 daughters, a father, 3 brothers.",9177.58,3196.19,13326.54,0,1,0,4,1,0,3,0,0
"The estate is worth $482,959.23. There are debts of $63,821.49. Funeral expenses amount to $1,281.34. A bequest of $26,649.75 was specified. The survivors include a wife, a husband, 2 sons, 3 daughters, a father, 1 grandchildren.",63821.49,1281.34,26649.75,1,1,2,3,1,0,0,0,1
"The estate is worth $632,629.49. There are debts of $16,102.09. Funeral expenses amount to $1,792.17. A bequest of $36,376.68 was specified. The survivors include a wife, a husband, 3 sons, 4 daughters, a father, 1 sisters, 2 grandchildren.",16102.09,1792.17,36376.68,1,1,3,4,1,0,0,1,2
"The estate is worth $759,498.61. There are debts of $72,861.45. Funeral expenses amount to $5,524.77. A bequest of $63,674.58 was specified. The survivors include a husband, 2 sons, 1 daughters, a father, 1 sisters.",72861.45,5524.77,63674.58,0,1,2,1,1,0,0,1,0
"The estate is worth $401,377.32. There are debts of $9,048.43. Funeral expenses amount to $5,186.32. A bequest of $79,345.44 was specified. The survivors include 1 sons, 1 daughters, a father, 3 brothers, 1 sisters, 1 grandchildren.",9048.43,5186.32,79345.44,0,0,1,1,1,0,3,1,1
"The estate is worth $576,867.04. There are debts of $49,665.41. Funeral expenses amount to $9,782.97. A bequest of $17,206.49 was specified. The survivors include a wife, 5 sons, 1 daughters, a mother, 1 brothers, 2 sisters, 2 grandchildren.",49665.41,9782.97,17206.49,1,0,5,1,0,1,1,2,2
"The estate is worth $911,502.06. There are debts of $67,104.56. Funeral expenses amount to $8,771.56. A bequest of $249,725.67 was specified. The survivors include 4 daughters, a father, 3 sisters, 1 grandchildren.",67104.56,8771.56,249725.67,0,0,0,4,1,0,0,3,1
"The estate is worth $382,532.57. There are debts of $20,635.34. Funeral expenses amount to $6,590.91. A bequest of $7,061.81 was specified. The survivors include a wife, a husband, 5 sons, 5 daughters, a father, a mother, 1 brothers, 1 sisters.",20635.34,6590.91,7061.81,1,1,5,5,1,1,1,1,0
"The estate is worth $394,468.36. There are debts of $29,845.55. Funeral expenses amount to $7,844.33. A bequest of $6,782.90 was specified. The survivors include a wife, a husband, 4 daughters, a father, a mother, 1 brothers, 2 sisters, 1 grandchildren.",29845.55,7844.33,6782.9,1,1,0,4,1,1,1,2,1
"The estate is worth $253,524.12. There are debts of $51,645.90. Funeral expenses amount to $1,255.33. A bequest of $55,286.07 was specified. The survivors include a wife, 4 daughters, a mother, 2 brothers, 2 sisters, 2 grandchildren.",51645.9,1255.33,55286.07,1,0,0,4,0,1,2,2,2
"The estate is worth $685,656.07. There are debts of $55,496.25. Funeral expenses amount to $1,754.06. A bequest of $93,802.41 was specified. The survivors include a wife, 2 sons, 5 daughters, a father, a mother, 1 brothers, 3 sisters, 2 grandchildren.",55496.25,1754.06,93802.41,1,0,2,5,1,1,1,3,2
"The estate is worth $821,498.52. There are debts of $153,529.36. Funeral expenses amount to $2,055.04. A bequest of $186,760.76 was specified. The survivors include a wife, a husband, 3 sons, 2 daughters, 1 grandchildren.",153529.36,2055.04,186760.76,1,1,3,2,0,0,0,0,1
"The estate is worth $945,573.15. There are debts of $165,613.45. Funeral expenses amount to $6,521.05. A bequest of $153,405.24 was specified. The survivors include a wife, 5 sons, 5 daughters, 2 brothers, 3 sisters.",165613.45,6521.05,153405.24,1,0,5,5,0,0,2,3,0
"The estate is worth $395,633.31. There are debts of $12,908.61. Funeral expenses amount to $9,187.69. A bequest of $74,131.01 was specified. The survivors include a wife, 5 sons, 4 daughters, a mother, 2 brothers, 2 sisters.",12908.61,9187.69,74131.01,1,0,5,4,0,1,2,2,0
"The estate is worth $846,414.19. There are debts of $209,755.20. Funeral expenses amount to $9,285.17. A bequest of $77,254.61 was specified. The survivors include a husband, 2 sons, 3 daughters, a father, a mother, 3 brothers, 3 sisters, 1 grandchildren.",209755.2,9285.17,77254.61,0,1,2,3,1,1,3,3,1
"The estate is worth $811,206.01. There are debts of $191,014.15. Funeral expenses amount to $6,187.46. A bequest of $26,978.41 was specified. The survivors include a wife, 1 sons, 3 daughters, a father.",191014.15,6187.46,26978.41,1,0,1,3,1,0,0,0,0
"The estate is worth $988,248.42. There are debts of $44,243.75. Funeral expenses amount to $8,281.37. A bequest of $199,835.81 was specified. The survivors include a wife, a husband, 2 sons, 3 daughters, 2 brothers, 1 grandchildren.",44243.75,8281.37,199835.81,1,1,2,3,0,0,2,0,1
"The estate is worth $187,821.94. There are debts of $11,485.24. Funeral expenses amount to $8,804.87. A bequest of $6,764.84 was specified. The survivors include a wife, 4 sons, 2 daughters, a father, a mother, 2 brothers, 3 sisters, 2 grandchildren.",11485.24,8804.87,6764.84,1,0,4,2,1,1,2,3,2
"The estate is worth $106,664.72. There are debts of $19,347.96. Funeral expenses amount to $9,872.12. A bequest of $8,634.76 was specified. The survivors include a wife, 1 sons, 2 daughters, a mother, 1 brothers.",19347.96,9872.12,8634.76,1,0,1,2,0,1,1,0,0
"The estate is worth $93,198.73. There are debts of $1,061.45. Funeral expenses amount to $1,240.30. A bequest of $8,103.29 was specified. The survivors include a wife, a husband, 4 sons, a father, a mother, 2 brothers, 2 sisters, 2 grandchildren.",1061.45,1240.3,8103.29,1,1,4,0,1,1,2,2,2
"The estate is worth $436,146.15. There are debts of $4,337.66. Funeral expenses amount to $5,678.28. A bequest of $109,934.93 was specified. The survivors include a husband, 1 sons, 3 daughters, 1 brothers, 2 sisters, 1 grandchildren.",4337.66,5678.28,109934.93,0,1,1,3,0,0,1,2,1
"The estate is worth $991,491.40. There are debts of $65,386.25. Funeral expenses amount to $2,275.89. A bequest of $155,670.05 was specified. The survivors include a wife, 2 sons, 2 daughters, a father, 3 sisters.",65386.25,2275.89,155670.05,1,0,2,2,1,0,0,3,0
"The estate is worth $398,827.44. There are debts of $68,052.81. Funeral expenses amount to $3,506.87. A bequest of $11,867.10 was specified. The survivors include a wife, a husband, 5 daughters, a father, 3 brothers, 1 sisters.",68052.81,3506.87,11867.1,1,1,0,5,1,0,3,1,0
"The estate is worth $940,492.83. There are debts of $157,195.47. Funeral expenses amount to $7,359.37. A bequest of $28,635.72 was specified. The survivors include a husband, 5 sons, 2 daughters, 1 sisters.",157195.47,7359.37,28635.72,0,1,5,2,0,0,0,1,0
"The estate is worth $520,883.17. There are debts of $76,256.39. Funeral expenses amount to $9,139.90. A bequest of $143,029.49 was specified. The survivors include a husband, 3 sons, 3 daughters, 3 sisters.",76256.39,9139.9,143029.49,0,1,3,3,0,0,0,3,0
"The estate is worth $856,570.95. There are debts of $201,583.64. Funeral expenses amount to $6,041.45. A bequest of $162,856.48 was specified. The survivors include a wife, 2 sons, 2 daughters, a father, a mother, 2 brothers, 2 sisters, 2 grandchildren.",201583.64,6041.45,162856.48,1,0,2,2,1,1,2,2,2
"The estate is worth $70,399.29. There are debts of $3,487.26. Funeral expenses amount to $9,663.20. A bequest of $8,193.18 was specified. The survivors include a husband, 5 sons, 3 daughters, a father, 2 brothers, 1 sisters, 2 grandchildren.",3487.26,9663.2,8193.18,0,1,5,3,1,0,2,1,2
"The estate is worth $353,154.53. There are debts of $46,119.41. Funeral expenses amount to $4,969.25. A bequest of $56,052.13 was specified. The survivors include a wife, a husband, 1 sons, 1 sisters, 2 grandchildren.",46119.41,4969.25,56052.13,1,1,1,0,0,0,0,1,2
"The estate is worth $689,189.23. There are debts of $47,688.35. Funeral expenses amount to $8,529.93. A bequest of $55,029.02 was specified. The survivors include a husband, 4 sons, 3 daughters, a father, 2 grandchildren.",47688.35,8529.93,55029.02,0,1,4,3,1,0,0,0,2
"The estate is worth $425,015.49. There are debts of $27,024.78. Funeral expenses amount to $1,774.70. A bequest of $10,675.97 was specified. The survivors include a wife, 3 sons, 1 daughters, a father, a mother, 3 brothers, 2 grandchildren.",27024.78,1774.7,10675.97,1,0,3,1,1,1,3,0,2
"The estate is worth $875,786.33. There are debts of $156,902.65. Funeral expenses amount to $1,423.21. A bequest of $136,837.62 was specified. The survivors include a husband, 3 sons, 5 daughters, a father, 1 brothers, 1 sisters.",156902.65,1423.21,136837.62,0,1,3,5,1,0,1,1,0
"The estate is worth $58,223.80. There are debts of $6,186.27. Funeral expenses amount to $9,323.52. A bequest of $13,335.79 was specified. The survivors include 3 sons, 3 brothers, 1 sisters, 2 grandchildren.",6186.27,9323.52,13335.79,0,0,3,0,0,0,3,1,2
"The estate is worth $457,721.75. There are debts of $101,373.10. Funeral expenses amount to $6,179.46. A bequest of $96,168.86 was specified. The survivors include 1 sons, 1 daughters, a father, a mother, 1 sisters.",101373.1,6179.46,96168.86,0,0,1,1,1,1,0,1,0
"The estate is worth $201,332.17. There are debts of $38,050.00. Funeral expenses amount to $3,651.06. A bequest of $26,949.67 was specified. The survivors include a husband, 5 sons, a father, a mother, 2 grandchildren.",38050.0,3651.06,26949.67,0,1,5,0,1,1,0,0,2
"The estate is worth $897,756.53. There are debts of $19,509.12. Funeral expenses amount to $9,724.67. A bequest of $54,790.98 was specified. The survivors include a wife, a husband, 3 sons, 4 daughters, 1 brothers.",19509.12,9724.67,54790.98,1,1,3,4,0,0,1,0,0
"The estate is worth $519,097.76. There are debts of $58,620.43. Funeral expenses amount to $6,601.73. A bequest of $71,057.74 was specified. The survivors include a husband, 3 sons, a father, 2 brothers, 2 sisters.",58620.43,6601.73,71057.74,0,1,3,0,1,0,2,2,0
"The estate is worth $332,309.07. There are debts of $55,715.92. Funeral expenses amount to $4,115.37. A bequest of $5,288.48 was specified. The survivors include a wife, a husband, 1 sons, 3 daughters, a father, 1 sisters.",55715.92,4115.37,5288.48,1,1,1,3,1,0,0,1,0
"The estate is worth $302,237.72. There are debts of $56,984.00. Funeral expenses amount to $1,983.34. A bequest of $27,532.06 was specified. The survivors include a wife, 4 sons, 1 daughters, a mother, 2 brothers, 2 sisters.",56984.0,1983.34,27532.06,1,0,4,1,0,1,2,2,0
"The estate is worth $960,868.50. There are debts of $219,853.03. Funeral expenses amount to $8,894.68. A bequest of $127,295.77 was specified. The survivors include a wife, 3 daughters, a father, 2 grandchildren.",219853.03,8894.68,127295.77,1,0,0,3,1,0,0,0,2
"The estate is worth $735,464.22. There are debts of $2,200.26. Funeral expenses amount to $5,004.65. A bequest of $215,962.87 was specified. The survivors include a husband, 4 sons, 5 daughters, a mother, 1 brothers, 3 sisters, 1 grandchildren.",2200.26,5004.65,215962.87,0,1,4,5,0,1,1,3,1
"The estate is worth $854,955.72. There are debts of $205,934.77. Funeral expenses amount to $6,227.38. A bequest of $51,315.82 was specified. The survivors include 4 sons, 1 daughters, a father, 1 brothers, 2 grandchildren.",205934.77,6227.38,51315.82,0,0,4,1,1,0,1,0,2
"The estate is worth $925,875.73. There are debts of $25,324.74. Funeral expenses amount to $7,740.05. A bequest of $286,448.57 was specified. The survivors include a husband, 4 sons, 2 daughters, 2 brothers, 2 sisters, 1 grandchildren.",25324.74,7740.05,286448.57,0,1,4,2,0,0,2,2,1
"The estate is worth $744,391.29. There are debts of $11,251.04. Funeral expenses amount to $6,233.91. A bequest of $201,598.64 was specified. The survivors include 2 sons, 3 daughters, a mother, 1 brothers, 3 sisters.",11251.04,6233.91,201598.64,0,0,2,3,0,1,1,3,0
"The estate is worth $619,189.70. There are debts of $61,772.65. Funeral expenses amount to $7,489.11. A bequest of $111,664.11 was specified. The survivors include 4 sons, 1 daughters, 2 brothers, 1 sisters, 2 grandchildren.",61772.65,7489.11,111664.11,0,0,4,1,0,0,2,1,2
"The estate is worth $774,482.53. There are debts of $129,703.44. Funeral expenses amount to $7,167.09. A bequest of $100,879.81 was specified. The survivors include a wife, a husband, 3 sons, 1 daughters, a father, a mother, 2 sisters, 1 grandchildren.",129703.44,7167.09,100879.81,1,1,3,1,1,1,0,2,1
"The estate is worth $713,203.08. There are debts of $133,108.00. Funeral expenses amount to $7,258.77. A bequest of $158,740.81 was specified. The survivors include a wife, a husband, 4 sons, 1 daughters, a mother, 2 brothers, 2 sisters, 2 grandchildren.",133108.0,7258.77,158740.81,1,1,4,1,0,1,2,2,2
